,uoCodigo,uoNome,uoSigla,programaDetalheId,programaCod,programaNome,programaDenominacao,dePublicoAlvo,deEixoAdministrativo,horizonteTemporal,dataInicio,dataFim,deTipoPrograma,justificativa,anoMonitoramento,quadrimestreMonitoramento,TipoDado,Ano,Quadrimestre
273,11011,Fundo Garantidor de Parcerias Público-Privadas do Estado de Rondônia,FGPPP-RO,1669,0000,OPERAÇÕES ESPECIAIS,"Garantir o pagamento de parcelas inadimplentes por parte do Estado aos contratos de concessões e parceiras em cumprimento ao disposto na Lei nº 11.079/2004, por meio de fundo de reserva. O resultado do respectivo programo será satisfatório quando não houver a execução de garantias ou avais.",Administração pública em geral,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Operação Especial,"Faz-se necessário que se tenha um fundo de reserva para garantir o pagamento das parcelas inadimplentes por parte do Estado aos contratos de concessões e parcerias, dentro do que preceitua-se à Lei n° 11.079/2004.",2024,2,Programa,2024,2
274,11013,Fundo de Investimento e Desenv. Industrial do Estado de Rondônia,Fider,1472,2000,DESENVOLVE RONDÔNIA,"Desenvolve Rondônia
","Empresas dos setores Agroindustriais, Industriais, Comerciais, Mineração, Prestação de Serviços, Turismo, Empreendedores e Microempreendedores, Cooperativas, de Tecnologia, Inovação, Indústria da Construção Civil, Farmacêutica e Médica",Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"O apoio governamental ao desenvolvimento econômico justifica-se em razão da capacidade contributiva dos resultados alcançados através do avanço econômico e social obtido com o aprimoramento da ciência, tecnologia e inovação nas cadeias produtivas do Estado, com o desenvolvimento e apoio ao Empreendedorismo fomentando o crescimento do PIB estadual, através da comercialização e fortalecimento das cadeias produtivas regionais e promovendo a atração de investimentos, impactando diretamente no fomento do Emprego e Renda.",2024,2,Programa,2024,2
275,11016,Fundo Estadual de Defesa do Consumidor,Fundec,1475,2072,PROTEÇÃO E DEFESA DOS DIREITOS DO CONSUMIDOR,"Fortalecimento e ampliação da política e defesa dos direitos do consumidor no Estado de Rondônia, com vistas à promover o equilíbrio nas relações de consumo.",Consumidores e Fornecedores de bens e serviços.,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"A ampliação do mercado de consumo, desde plataformas tecnológicas até as redes de comunicação, proporcionam maior aproximação do Consumidor e Fornecedor, por conseguinte o referido cenário enseja e maior demanda na resolução de conflitos entre as partes e a necessidade de aprimoramento tecnológico para acompanhar o mercado, tanto na fiscalização quanto nas ações educativas de conscientização dos atores envolvidos na relação de consumo. Não obstante, verifica-se a necessidade de descentralização dos serviços prestados pelo PROCON para cobertura nas diversas regiões do Estado de Rondônia.",2024,2,Programa,2024,2
276,11017,"Fundo Estadual do Trabalho, Emprego e Renda do Estado de Rondônia",FETERO,1477,2135,"FORTALECIMENTO ESTADUAL DO TRABALHO, EMPREGO E RENDA","Fortalecimento Estadual do Trabalho, Emprego e Renda.","Trabalhadores, desempregados, desalentados, estudantes e empresas",Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"Prestar apoio a política de trabalho, Emprego e Renda, com vistas a incentivar a relação entre Empregadores e Trabalhadores para o desenvolvimento econômico do Estado de Rondônia aprimorando e capacitando a mão de obra em conformidade com as demandas geradas pelas cadeias produtivas do Estado de Rondônia.",2024,2,Programa,2024,2
277,11020,Contabilidade Geral do Estado,COGES,1449,2148,MODERNIZAR A CONTABILIDADE GERAL DO ESTADO,"Promover a modernização da Contabilidade Geral do Estado através da integração do SIGEF com os demais sistemas do Estado, buscando capacitar e aperfeiçoar o capital humano da COGES, bem como potencializar a eficiência nos mecanismos de controles e transparência das informações contábeis.","Instituições públicas, privadas, não governamentais, comunidades científicas, técnicos, tecnólogos, instituições superiores de ensino, setor produtivo e a sociedade ",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"Planejar, coordenar, supervisionar e controlar as atividades contábeis, bem como acompanhar, centralizar e divulgar os resultados da gestão contábil e fiscal do Estado;

Elaborar e disponibilizar informações contábeis, fiscais e gerenciais, incluídos os indicadores constitucionais e legais que subsidiem a tomada de decisão e permitam eficácia e efetividade à Administração Pública Estadual;

",2024,2,Programa,2024,2
278,11020,Contabilidade Geral do Estado,COGES,1452,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa do Poder Executivo,Unidades orçamentárias do Poder Executivo,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,2,Programa,2024,2
279,11022,Junta Comercial do Estado de Rondônia,Jucer,1433,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa do Poder Executivo,Unidades orçamentárias do Poder Executivo,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo",2024,2,Programa,2024,2
280,11022,Junta Comercial do Estado de Rondônia,Jucer,1545,0000,OPERAÇÕES ESPECIAIS,Operações Especiais ,Servidores e usuários da JUCER,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,Desenvolver atividades relacionadas com o pagamento do PASEP - Contribuição para Formação do Patrimônio do Patrimônio do Servidor público.,2024,2,Programa,2024,2
281,11022,Junta Comercial do Estado de Rondônia,Jucer,1546,1260,SIMPLIFICAÇÃO DO REGISTRO E DA LEGALIZAÇÃO DE EMPRESAS,Manutenção e aprimoramento da Redesim Rondônia,"Empresas em geral, bem como, órgãos públicos estaduais e municipais.",Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,Manutenção e aprimoramento da Redesim Rondônia e o sistema integrado de registro e legalização de empresas com foco na desburocratização e automatização dos processo de registro e legalização para estimular a abertura e regularização de empresas reduzindo a informalidade e  contribuindo para o desenvolvimento econômico e a geração de emprego e renda.,2024,2,Programa,2024,2
282,11023,Instituto de Pesos e Medidas do Estado de Rondônia,IPEM,1570,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa do Poder Executivo,Unidade Orçamentária do Poder  Executivo,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo
",2024,2,Programa,2024,2
283,11023,Instituto de Pesos e Medidas do Estado de Rondônia,IPEM,1572,2051,RONDÔNIA COMPETITIVA,Garantir a segurança à População e Fornecedores,"Indústria, Comércio, Transportes e Unidade de Saúde",Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"O programa se faz necessário para garantir a confiança nas medições quando em relações comerciais; quando forem utilizados na concretização ou na definição do objeto de atos em negócios jurídicos de natureza comercial, civil, trabalhista, fiscal, parafiscal, administrativa e processual e quando forem empregados em quaisquer outras medições presentes à incolumidade das pessoas, à saúde, à segurança e ao meio ambiente; Informar e proteger o consumidor, em particular quanto a saúde, segurança e meio ambiente; propiciar a concorrência justa; estimular a melhoria contínua da qualidade; facilitar o comércio internacional e fortalecer o mercado interno.",2024,2,Programa,2024,2
284,11023,Instituto de Pesos e Medidas do Estado de Rondônia,IPEM,1619,2177,OBRAS E INSTALAÇÕES,Construção de sede própria do IPEM/RO.,Servidores do órgão e usuários dos serviços do IPEM/RO.,Desenvolvimento Econômico,temporário,2024-04-01T00:00:00,2027-12-01T00:00:00,Finalístico,"Construção de prédio do IPEM/RO, para que seja possível a instalação dos laboratórios e ambientes de trabalho em conformidade com as atribuições delegadas pelo INMETRO, implementação de novos ramos de atuação da fiscalização no Estado de Rondônia, tendo em vista que as atividades atualmente executadas, por limitações financeiras e instalações físicas só alcançam 50% (cinquenta por cento) da demanda existente.",2024,2,Programa,2024,2
285,11025,Departamento Estadual de Estradas de Rodagem e Transportes,DER,1576,0000,OPERAÇÕES ESPECIAIS,"Pagamento de despesas sentenças judiciais, processos administrativos e precatórios.",A demanda decorrente da sociedade abrangendo todo o Estado de Rondônia,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,"Padronização de procedimentos na reserva de recursos para enfrentamentos de compromissos com o pagamento de despesas com 
sentenças judiciais e/ou administrativa e precatório.",2024,2,Programa,2024,2
286,11025,Departamento Estadual de Estradas de Rodagem e Transportes,DER,1577,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa do Poder Executivo,Unidades orçamentárias do Poder Executivo,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, 
visando à eficiência e eficácia das Políticas Públicas do Poder Executivo",2024,2,Programa,2024,2
287,11025,Departamento Estadual de Estradas de Rodagem e Transportes,DER,1580,2057,DESENVOLVIMENTO DA INFRAESTRUTURA MUNICIPAL,"Desenvolver estudos, projetos, acompanhamento e fiscalização da execução de obras e serviços de engenharia que 
se fizer necessários na implantação da infraestrutura urbana de transporte, saneamento, rodovias e outros.",População urbana dos municípios,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"Elaboração de projeto, construção, ampliação e melhoria da infra-estrutura urbana, realizando obras com serviços de pavimentação 
em Ruas, Avenidas e Rodovias no perímetro urbano, drenagem, arborização, urbanização de cursos d'água e outros.",2024,2,Programa,2024,2
288,11025,Departamento Estadual de Estradas de Rodagem e Transportes,DER,1581,2106,DESENVOLVIMENTO DA INFRAESTRUTURA DE TRANSPORTE E LOGÍSTICA,"Promover melhoria da infraestrutura de transporte rodoviária através da execução de pavimentação asfáltica, 
manutenção e recuperação das rodovias integrantes do Sistema Rodoviário Estadual – SRE nos termos do Decreto 
n.º 22.474 de 14 de dezembro de 2017.",População do Estado e demais usuários dos sistemas de transportes,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"Com o intuito de melhorar a trafegabilidade das rodovias estaduais bem como trazer maior segurança e conforto aos usuários com 
Transporte de bens e pessoas, interligar municípios, distritos, vilas e vilarejos assegurando o tráfego perene, seguro, confortável e 
econômico, contribuindo para o desenvolvimento econômico, social e sustentável do Estado.",2024,2,Programa,2024,2
289,11025,Departamento Estadual de Estradas de Rodagem e Transportes,DER,1597,2179,GESTÃO DE CONVÊNIOS E TRANSFERÊNCIAS VOLUNTÁRIAS,"Promover o gerenciamento dos recursos mediante convênios com órgãos da esfera federal, na forma da lei vigente, visando garantir 
a execução dos seus objetivos e metas propostas e gerir Transferências voluntárias para organismos municipais, entidades e outros.",População do Estado e demais usuários dos sistemas de transportes.,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"Melhorar a trafegabilidade dando maior segurança e conforto aos usuários das rodovias estaduais mediante a outros recursos, bem como trazer melhorias para os municípios por transferência de recursos e assim contribuir com o desenvolvimento econômico, social e sustentável do Estado.",2024,2,Programa,2024,2
290,11025,Departamento Estadual de Estradas de Rodagem e Transportes,DER,1598,2180,DESENVOLVIMENTO DA INFRAESTRUTURA AEROPORTUÁRIA,"Por meio de contratos administrativos, segurança armada, bem como com melhorias de infra estruturas com construção, ampliação e 
manutenção dos aeroportos e aeródromos sob administração do Estado.",População do Estado e demais usuários dos sistemas de transportes aéreo.,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"Com o intuito de aumentar o desenvolvimento do Estado dando opções de meios de trafegabilidade no modo aéreo dando segurança e conforto aos usuários, bem como diversificar os meios de deslocamento para atender a população. ",2024,2,Programa,2024,2
291,11025,Departamento Estadual de Estradas de Rodagem e Transportes,DER,1606,2181,APOIO FINALÍSTICO DE INFRAESTRUTURA,"Por meio de parcerias, termo de cooperação firmado entre os entes atuar de forma direta no apoio e suporte das demandas de infraestrutura.",Administração pública em geral e população em geral.,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,Com o intuito de apoiar e dar suporte realizando melhorias na área de infraestrutura para outras entidades dos poderes e da União. ,2024,2,Programa,2024,2
292,11026,Agência de Regulação de Serviços Públicos Delegados do Estado de Rondônia,Agero,1455,2012,FISCALIZAÇÃO E REGULAÇÃO DAS AUTARQUIAS INDIRETAS,Fiscalização e regulação das autarquias indiretas.,População do Estado e demais usuários dos sistemas de transportes,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"O programa finalístico 2012 visa dar cobertura às ações executadas pela autarquia no que tange às atividades de fiscalização e normatização dos serviços públicos delegados do Estado de Rondônia, abrangidos pela Lei Complementar n.º 826, de 09/07/2015, no âmbito do Estado de Rondônia. ",2024,2,Programa,2024,2
293,11026,Agência de Regulação de Serviços Públicos Delegados do Estado de Rondônia,Agero,1489,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Assegurar a manutenção administrativa da unidade.,Credores legalmente constituídos e servidores,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Assegurar a manutenção administrativa da unidade, atender os servidores com auxílios e assegurar a remuneração de pessoal ativo e encargos sociais",2024,2,Programa,2024,2
294,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1463,2086,C & T E COOPERAÇÃO PARA O DESENVOLVIMENTO,"Estabelecer a Ciência, Tecnologia e Inovação como ponto central da promoção do desenvolvimento do estado de Rondônia por meio de programas, projetos, bolsas e atividades, voltados para o investimento em pesquisa e tecnológica, formação sustentável de recursos humanos, empreendedorismo de base cientifíca e tecnológica, modernização de infraestrutura, popularização e difusão do conhecimento científico tecnológico e internacionalização e cooperação interinstitucional.","Instituições públicos, privadas, não governamentais, comunidades científicas, técnicos, tecnólogos, instituições superiores de ensino, setor produtivo e sociedade.",Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"Explorar de forma sustentável as características ambientais, econômicas, socioculturais da região por meio de pesquisas cientificas, tecnológicas e de inovação, para promover o desenvolvimento socioeconômico. Buscar soluções de acordo com as políticas estadual e federal, pensando a região e agindo com ações afirmativas, considerando suas potencialidades e peculiaridades loco- regionais, reconhecendo a condição estratégica da Ciência, Tecnologia e Inovação na região, para o futuro do estado de Rondônia e do país. É necessário reconhecer à comunidade científica e à sociedade civil organizada, como atores no papel de protagonistas na proposição e execução de políticas que desenvolvam avanços científicos, tecnológicos e de inovação no estado, contribuindo para a modernização da legislação que rege a atuação do poder público sobre esta área de desenvolvimento. O sistema de Ciência, Tecnologia e Inovação (CT&I) na região Norte do país, e em especial na Amazônia Ocidental, encontra-se em aprimoramento para alavancar o desenvolvimento econômico e social do estado de Rondônia. Os indicadores de investimento em CT&I tais como a capacidade instalada para a produção de conhecimento, a formação de recursos humanos (RH), a produtividade do corpo de pesquisadores na região e a produção de produtos e processos inovadores com registro de patentes, mostram a necessidade de investimento para equiparação aos outros indicadores econômicos e sociais em destaque do estado. Portanto, as atividades de pesquisa científica, tecnológica e de inovação são componentes fundamentais na formação de recursos humanos altamente qualificados (Especialistas, Mestres e Doutores) aptos a atuarem em todos setores da sociedade (Civil, Legislativo, Executivo e Judiciário), agregando valores a produtos e processos, principalmente, dos sistemas produtivos vocacionais do estado como agronegócio, com reflexos diretos na inserção competitiva do estado de Rondônia nos mercados regionais, nacional e internacional. Com isso, o desenvolvimento socioeconômico do estado passa pelo aprimoramento do sistema de CT&I, que se tornará um fator determinante na geração de emprego e bem-estar social, pois contribui para promoção dos conhecimentos necessários à melhoria das condições de vida da sociedade rondoniense e de seu entorno. Dessa forma, o programa compreende iniciativas voltadas à garantia do efetivo exercício de cidadania da população rondoniense, na perspectiva da superação das injustiças sociais. O objetivo é continuar construindo oportunidades que garantam o usufruto dos direitos sociais, políticos e culturais para todos. Além disso, consiste em construir oportunidades de maior acesso da população aos benefícios decorrentes do desenvolvimento sustentável, focado nas pessoas e nas suas demandas econômicas, sociais, culturais e ambientais. E com isso promover a dinamização da economia, fortalecendo o sistema de produção e de abastecimento, investindo em pesquisa científica e tecnológica e incentivando a economia solidária, o empreendedorismo, o cooperativismo e o associativismo, como formas de estimular o desenvolvimento local, considerando as potencialidades de cada município.",2024,2,Programa,2024,2
295,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1557,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Funcionamento e a manutenção das atividades operacionais da unidade.,"Unidades orçamentarias da estrutura do Poder Executivo, Poder Legislativo, Poder judiciario, Ministerio Publico e Tribunal de contas.",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para a qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,2,Programa,2024,2
296,11033,Fundação Rondônia de Amparo ao Desenv. das Ações Cient. e Tecnol. e a Pesq. do Est de Rondônia ,Fapero,1688,2098,PROTEÇÃO AMBIENTAL,Proteção Ambiental,População do Estado de Rondônia,Meio Ambiente e Desenvolvimento Territorial,continuo,2024-01-01T00:00:00,,Finalístico,"Para um ambiente protegido e ecologicamente equilibrado  faz-se necessário intensificar a redução da degradação ambiental, do desmatamento, principalmente o desmatamento ilegal e a redução das queimadas florestais, através da execução de ações voltadas para fiscalização, controle e monitoramento ambiental.",2024,2,Programa,2024,2
297,13001,"Secretaria de Estado do Planejamento, Orçamento e Gestão",Sepog,1438,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,Gestão Administrativa do Poder Executivo,Unidade administrativa e servidores ,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,2,Programa,2024,2
298,13001,"Secretaria de Estado do Planejamento, Orçamento e Gestão",Sepog,1441,0000,OPERAÇÕES ESPECIAIS,Operações Especiais ,Unidades administrativas direta e indireta do Governo Estadual e municípios de Rondônia,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,"Visa atender a alocação temporária de recursos durante o processo de elaboração orçamentária, a ser indicado pelos parlamentares até o limite individual e de bancada das emendas prevista no Projeto de Lei Orçamentária Anual, bem como, os passivos contingentes e outros riscos fiscais e eventos fiscais imprevistos, nos termos previstos na lei de diretrizes orçamentárias.",2024,2,Programa,2024,2
299,13001,"Secretaria de Estado do Planejamento, Orçamento e Gestão",Sepog,1600,2178,CAPACITAR E APERFEIÇOAR OS SERVIDORES PÚBLICOS ESTADUAIS,Capacitar e aperfeiçoar o capital humano dos servidores públicos estaduais. ,Servidores Estaduais da administração direta e indireta.,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"Promover a formação e adoção de posturas de gestão a administração pública estadual por meio da concepção, discussão, compreensão e inovação das praticas gerenciais e do desenvolvimento de pessoas na perspectiva de um processo continuo de modernização do estado e com a visão de tornar-se excelência no atendimento as demandas da sociedade Rondoniense com foco na capacitação dos nossos Servidores. ",2024,2,Programa,2024,2
300,13001,"Secretaria de Estado do Planejamento, Orçamento e Gestão",Sepog,1631,2184,APOIO AO DESENVOLVIMENTO DE POLÍTICAS PÚBLICAS,Programa Convergente De Gestão Orçamentária E Políticas Públicas,Órgãos da Administração Estadual,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"O estado necessita mensurar o impacto das políticas públicas realizadas, dessa forma é primordial que a gestão orçamentária esteja continuamente alinhada com as boas práticas nacionais e internacionais de elaboração, execução e avaliação dos instrumentos de planejamento, tal aspecto se posiciona em âmbito macro, mas desde 2019 com a emenda constitucional nº 109 há obrigatoriedade dos entes federativos de maneira separada ou em conjunto analisarem o impacto das políticas públicas executadas. Diante desse cenário busca-se a confecção de uma metodologia para avaliação do resultado das políticas públicas também alinhada com as boas práticas nacionais e internacionais.",2024,2,Programa,2024,2
301,13006,Superintendência Estadual de Gestão de Pessoas,Segep,1523,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"Desenvolver atividades-meios para o bom desenvolvimento das funções operacionais-fins da Unidade para qual foi criada por lei, visando à eficiência e à eficácia das Políticas Públicas do Poder Executivo.",Servidores da Superintendência Estadual de Gestçao de Pessoas - SEGEP,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"Prover a Unidade de recursos orçamentários e financeiros para atender às atividades administrativas, com aquisição de bens e serviços, gestão de pessoal e outras, de natureza administrativa, classificadas como despesas correntes e de capital.",2024,2,Programa,2024,2
302,13006,Superintendência Estadual de Gestão de Pessoas,Segep,1589,2097,GESTÃO DE RECURSOS HUMANOS,"Garantir a qualificação de recursos humanos para atendimento das políticas de governo; possibilitar a readaptação funcional dos servidores públicos, bem como iniciativas relacionadas à qualidade de vida dos servidores do Estado e projetos relacionados com o componente IV - Modernização da Gestão Pública; Propiciar condições para a complementação do processo ensino-aprendizagem dos servidores do Estado.",Servidores do Estado de Rondônia,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Finalístico,"Possibilitar o incremento de conhecimentos e habilidades, para melhoria do desempenho dos servidores e empregados públicos e a consequente melhoria dos serviços públicos prestados aos cidadões.",2024,2,Programa,2024,2
303,13006,Superintendência Estadual de Gestão de Pessoas,Segep,1590,0000,OPERAÇÕES ESPECIAIS,Atender Pagamento de Pensões Especiais,"Pessoal, prestadores de serviços e pensionistas",Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,"O Estado de Rondônia é alvo de ações movidas por terceiros, gerando obrigações de pagamento via decisões judiciais.",2024,2,Programa,2024,2
304,14001,Secretaria de Estado de Finanças,Sefin,1525,1015,GESTÃO ADMINISTRATIVA DO PODER EXECUTIVO,"O programa em questão visa a atender a demandas administrativas e contínuas da Secretaria de Estado de Finanças do Estado de Rondônia - SEFIN RO. Tais como, despesas decorrentes da manutenção das unidades e custeio das despesas obrigatórias com pessoal. Tem como finalidade a eficiente execução e conservação da máquina pública de competência desta unidade gestora.",Unidades orçamentárias e servidores do poder executivo.,Gestão Estratégica,continuo,2023-07-01T00:00:00,,Gestão Manutenção e Serviço,"Desenvolver atividades meios para o bom desenvolvimento das funções operacionais fins da Unidade para qual foi criada por lei, 
visando à eficiência e eficácia das Políticas Públicas do Poder Executivo.",2024,2,Programa,2024,2
305,14001,Secretaria de Estado de Finanças,Sefin,1555,2007,ARRECADAÇÃO E JUSTIÇA FISCAL,"O programa tem como propósito aperfeiçoar o desempenho da arrecadação da Receita Estadual, assim como investir em justiça fiscal.",SOCIEDADE DE RONDÔNIA,Desenvolvimento Econômico,continuo,2023-07-01T00:00:00,,Finalístico,"O desempenho da receita é limitado em relação ao seu potencial e a complexidade no cumprimento tributário afeta negativamente o 
ambiente de negócios e reduz a competitividade do Estado",2024,2,Programa,2024,2
306,14001,Secretaria de Estado de Finanças,Sefin,1583,2008,RESPONSABILIDADE FISCAL,"É essencial o Estado prever instrumentos eficazes para fornecer informações orçamentárias, financeiras e patrimoniais confiáveis e oportunas, a fim de facilitar a tomada de decisões e otimizar o uso dos recursos públicos. Realizar ajustes na execução do orçamento para garantir a implementação completa e pontual das ações necessárias para o desenvolvimento de políticas públicas e o alcance dos resultados planejados.
",Toda sociedade rondoniense,Gestão Estratégica,continuo,2023-07-01T00:00:00,,Finalístico,"A adoção de instrumentos eficazes para gerar informações confiáveis e oportunas no âmbito orçamentário, financeiro e patrimonial a fim de promover para uma gestão pública eficiente, transparente e responsável, que busca otimizar o uso dos recursos públicos em prol do desenvolvimento sustentável e do bem-estar da sociedade.
",2024,2,Programa,2024,2
307,14002,Recursos Sob a Supervisao da Sefin,RS-SEFIN,1436,0000,OPERAÇÕES ESPECIAIS,"Execução dos pagamentos da dívida pública fundada interna e externa, realização de aportes periódicas ao RPPS estadual para cobrir o déficit atuarial do fundo capitalizado de previdência do Estado, quitação regular de precatórios e da contribuição ao PIS/PASEP.",Governo do Estado de Rondônia,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,"O cumprimento pontual do pagamento da dívida pública fundada interna e externa, a realização de aportes periódicos ao RPPS estadual para suprir o déficit atuarial do fundo de previdência capitalizado do Estado, o pagamento regular de precatórios e da contribuição ao PIS/Pasep asseguram a solvência do Estado frente a seus credores. Essas ações também garantem a execução planejada e coordenada das operações do Estado, prevenindo medidas desnecessárias, assegurando o cumprimento das obrigações constitucionais e legais e mantendo o Estado em dia com suas Certidões Negativas de débitos junto à União e aos bancos. Ademais, uma administração adequada dessas responsabilidades contribui para a sustentabilidade fiscal do Estado, permitindo um crescimento contínuo e a alocação apropriada de recursos para políticas públicas.",2024,2,Programa,2024,2
308,14011,Fundo para Infraestrutura de Transporte e Habitação,FITHA,1596,2106,DESENVOLVIMENTO DA INFRAESTRUTURA DE TRANSPORTE E LOGÍSTICA,Desenvolvimento da infra-estrutura de transporte e logística intermodal.,População do Estado e demais usuários dos sistemas de transportes.,Desenvolvimento Econômico,continuo,2024-01-01T00:00:00,,Finalístico,"Transportar bens e pessoas, interligar municípios, distritos, vilas e vilarejos, assegurando o trafego perene, seguro, confortável e
econômico, contribuindo para o desenvolvimento econômico, social e sustentável do Estado.",2024,2,Programa,2024,2
309,14012,Fundo de Desenvolvimento e Aperfeiçoamento da Administração Tributária ,Fundat,1626,2139,MODERNIZAÇÃO DA GESTÃO FISCAL,"O Programa tem por objetivo atender às demandas relacionadas e voltadas para o Desenvolvimento e Aperfeiçoamento da Administração Tributária, através da implementação da Gestão Estratégica desta SEFIN. ",Toda sociedade rondoniense,Gestão Estratégica,continuo,2023-07-01T00:00:00,,Finalístico,"A aplicação de recursos para investimentos na administração fazendária é essencial para o aprimoramento e incremento da 
arrecadação do estado, bem como contribui para os processos sistêmicos de reflexão sobre a qualidade do gasto, garante-se dessa 
forma que a SEFIN atue em seus dois eixos prioritários de trabalho, quais sejam a ""RESPONSABILIDADE FISCAL (perspectiva do 
gasto) e a ARRECADAÇÃO (perspectiva da receita).
Buscar as condições ideais da gestão pública para o pleno cumprimento da missão governamental, baseado nos princípios 
constitucionais e necessidade de modernizar à administração promovendo o aperfeiçoamento dos serviços prestados visando 
sempre o bem-estar da população em geral.",2024,2,Programa,2024,2
310,14023,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Iperon,1405,1000,PRÓ-GESTÃO DO RPPS ,Modernização do Sistema Previdenciário com boas práticas de gestão do RPPS.,Servidores públicos do Estado e seus dependentes legais,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Gestão Manutenção e Serviço,"O Pró Gestão RPPS é um programa de certificação que visa ao reconhecimento das boas práticas de gestão adotadas pelos RPPS. É a avaliação, por entidade certificadora externa, credenciada pela Secretaria de Previdência - SPREV, do sistema de gestão existente, com a finalidade de identificar sua conformidade às exigências contidas nas diretrizes de cada uma das ações, nos respectivos níveis de aderência. Esse programa é contemplado por três dimensões, que representam os pilares sobre os quais a modernização da gestão se sustentará: Controles Internos, Governança Corporativa e Educação Previdenciária.",2024,2,Programa,2024,2
311,14023,Instituto de Previdência dos Servidores Públicos do Estado de Rondônia,Iperon,1445,0000,OPERAÇÕES ESPECIAIS,Pagamento de despesas com sentenças judiciais (RPV e Precatórios) e PASEP.,Servidores públicos do Estado de Rondônia,Gestão Estratégica,continuo,2024-01-01T00:00:00,,Operação Especial,Atender as sentenças judiciais e o PASEP.,2024,2,Programa,2024,2
